user_id,session_id,session_date,ref_month,duration_min,kwh_delivered,status,anomaly_flag
U0028,S001699,2026-07-19,2026-07-01,110,35.463,concluida,False
U0028,S001705,2026-07-24,2026-07-01,112,33.056,concluida,False
U0028,S001691,2026-07-27,2026-07-01,128,41.047,concluida,False
U0028,S001697,2026-07-29,2026-07-01,99,31.303,concluida,False
U0028,S001703,2026-07-30,2026-07-01,132,39.053,concluida,False
U0028,S001693,2026-07-31,2026-07-01,52,15.265,concluida,False
U0028,S001690,2026-07-31,2026-07-01,106,32.942,concluida,False
U0028,S001708,2026-08-01,2026-08-01,22,6.132,interrompida,False
U0028,S001711,2026-08-02,2026-08-01,69,19.355,concluida,False
U0028,S001716,2026-08-03,2026-08-01,53,17.553,concluida,False
U0028,S001709,2026-08-08,2026-08-01,148,41.655,concluida,False
U0028,S001712,2026-08-09,2026-08-01,31,8.912,concluida,False
U0028,S001713,2026-08-11,2026-08-01,27,7.718,concluida,False
U0028,S001706,2026-08-16,2026-08-01,268,74.625,concluida,False
U0028,S001714,2026-08-21,2026-08-01,263,85.213,concluida,False
U0028,S001717,2026-08-22,2026-08-01,35,11.512,concluida,False
U0028,S001715,2026-08-22,2026-08-01,179,62.041,concluida,False
U0028,S001707,2026-08-28,2026-08-01,143,49.467,concluida,False
U0028,S001710,2026-08-30,2026-08-01,119,40.3,concluida,False
U0029,S001727,2026-03-02,2026-03-01,143,42.184,concluida,False
U0029,S001719,2026-03-04,2026-03-01,145,42.094,concluida,False
U0029,S001728,2026-03-07,2026-03-01,151,43.623,concluida,False
U0029,S001718,2026-03-07,2026-03-01,71,23.016,concluida,False
U0029,S001726,2026-03-12,2026-03-01,97,28.183,concluida,False
U0029,S001725,2026-03-16,2026-03-01,121,37.986,concluida,False
U0029,S001729,2026-03-17,2026-03-01,128,36.225,concluida,False
U0029,S001724,2026-03-24,2026-03-01,215,62.918,concluida,False
U0029,S001720,2026-03-25,2026-03-01,55,17.983,concluida,False
U0029,S001722,2026-03-25,2026-03-01,219,63.244,concluida,False
U0029,S001721,2026-03-30,2026-03-01,97,28.231,concluida,False
U0029,S001723,2026-03-31,2026-03-01,119,37.762,concluida,False
U0029,S001730,2026-04-02,2026-04-01,78,21.654,concluida,False
U0029,S001732,2026-04-04,2026-04-01,30,9.865,concluida,False
U0029,S001736,2026-04-06,2026-04-01,123,36.821,concluida,False
U0029,S001733,2026-04-06,2026-04-01,81,23.484,concluida,False
U0029,S001731,2026-04-09,2026-04-01,183,62.169,concluida,False
U0029,S001737,2026-04-14,2026-04-01,24,6.637,concluida,False
U0029,S001739,2026-04-16,2026-04-01,179,52.474,concluida,False
U0029,S001738,2026-04-22,2026-04-01,108,36.456,concluida,False
U0029,S001735,2026-04-24,2026-04-01,105,35.44,concluida,False
U0029,S001734,2026-04-24,2026-04-01,170,47.925,concluida,False
U0029,S001740,2026-04-27,2026-04-01,66,20.692,concluida,False
U0029,S001744,2026-06-04,2026-06-01,78,25.373,concluida,False
U0029,S001747,2026-06-07,2026-06-01,176,60.723,concluida,False
U0029,S001742,2026-06-09,2026-06-01,25,7.716,concluida,False
U0029,S001749,2026-06-13,2026-06-01,59,18.03,concluida,False
U0029,S001741,2026-06-15,2026-06-01,54,17.76,concluida,False
U0029,S001750,2026-06-19,2026-06-01,95,31.014,concluida,False
U0029,S001746,2026-06-19,2026-06-01,103,33.581,concluida,False
U0029,S001745,2026-06-28,2026-06-01,15,4.85,concluida,False
U0029,S001748,2026-06-29,2026-06-01,78,22.451,concluida,False
U0029,S001743,2026-06-29,2026-06-01,64,21.235,concluida,False
U0029,S001755,2026-07-02,2026-07-01,84,23.948,concluida,False
U0029,S001758,2026-07-08,2026-07-01,127,41.244,concluida,False
U0029,S001761,2026-07-09,2026-07-01,44,13.443,concluida,False
U0029,S001751,2026-07-10,2026-07-01,22,7.614,concluida,False
U0029,S001753,2026-07-10,2026-07-01,87,65.993,concluida,True
U0029,S001757,2026-07-19,2026-07-01,66,18.541,concluida,False
U0029,S001752,2026-07-22,2026-07-01,54,16.922,concluida,False
U0029,S001760,2026-07-22,2026-07-01,51,15.231,concluida,False
U0029,S001754,2026-07-27,2026-07-01,202,173.764,concluida,True
U0029,S001759,2026-07-29,2026-07-01,94,32.193,concluida,False
U0029,S001756,2026-07-31,2026-07-01,244,79.861,concluida,False
U0029,S001775,2026-08-03,2026-08-01,47,13.452,concluida,False
U0029,S001768,2026-08-05,2026-08-01,54,17.504,concluida,False
U0029,S001776,2026-08-07,2026-08-01,72,22.301,concluida,False
U0029,S001773,2026-08-08,2026-08-01,61,19.798,concluida,False
U0029,S001770,2026-08-11,2026-08-01,131,36.961,concluida,False
U0029,S001779,2026-08-14,2026-08-01,32,10.293,concluida,False
U0029,S001764,2026-08-15,2026-08-01,37,11.335,concluida,False
U0029,S001763,2026-08-17,2026-08-01,74,24.117,concluida,False
U0029,S001762,2026-08-18,2026-08-01,116,35.098,concluida,False
U0029,S001767,2026-08-20,2026-08-01,96,32.735,concluida,False
U0029,S001766,2026-08-20,2026-08-01,31,9.212,concluida,False
U0029,S001772,2026-08-23,2026-08-01,78,24.403,concluida,False
U0029,S001774,2026-08-24,2026-08-01,45,12.396,concluida,False
U0029,S001778,2026-08-27,2026-08-01,12,3.781,concluida,False
U0029,S001769,2026-08-27,2026-08-01,93,26.152,concluida,False
U0029,S001771,2026-08-28,2026-08-01,35,9.937,concluida,False
U0029,S001777,2026-08-30,2026-08-01,83,24.651,concluida,False
U0029,S001765,2026-08-30,2026-08-01,170,47.079,concluida,False
U0030,S001782,2026-03-13,2026-03-01,58,6.509,concluida,False
U0030,S001780,2026-03-17,2026-03-01,119,13.061,concluida,False
U0030,S001781,2026-03-22,2026-03-01,115,13.358,concluida,False
U0030,S001784,2026-04-02,2026-04-01,160,18.38,concluida,False
U0030,S001790,2026-04-05,2026-04-01,73,7.336,concluida,False
U0030,S001785,2026-04-09,2026-04-01,198,23.11,concluida,False
U0030,S001788,2026-04-09,2026-04-01,111,12.356,concluida,False
U0030,S001787,2026-04-12,2026-04-01,136,14.993,concluida,False
U0030,S001786,2026-04-12,2026-04-01,91,10.003,concluida,False
U0030,S001789,2026-04-13,2026-04-01,108,11.604,concluida,False
U0030,S001783,2026-04-15,2026-04-01,13,1.439,interrompida,False
U0030,S001791,2026-05-03,2026-05-01,67,6.246,concluida,False
U0030,S001793,2026-05-04,2026-05-01,165,18.847,concluida,False
U0030,S001792,2026-05-16,2026-05-01,178,19.448,concluida,False
U0030,S001794,2026-05-30,2026-05-01,34,3.197,concluida,False
U0030,S001796,2026-06-04,2026-06-01,125,12.948,concluida,False
U0030,S001801,2026-06-07,2026-06-01,55,5.369,concluida,False
U0030,S001797,2026-06-07,2026-06-01,133,13.914,concluida,False
U0030,S001800,2026-06-11,2026-06-01,55,6.013,concluida,False
U0030,S001798,2026-06-14,2026-06-01,111,11.715,concluida,False
U0030,S001799,2026-06-21,2026-06-01,20,7.044,interrompida,True
U0030,S001795,2026-06-25,2026-06-01,160,17.194,concluida,False
U0030,S001806,2026-07-03,2026-07-01,190,20.272,concluida,False
U0030,S001803,2026-07-05,2026-07-01,60,6.316,concluida,False
U0030,S001809,2026-07-09,2026-07-01,74,7.456,concluida,False
U0030,S001805,2026-07-13,2026-07-01,94,9.525,concluida,False
U0030,S001807,2026-07-13,2026-07-01,105,9.859,concluida,False
U0030,S001804,2026-07-20,2026-07-01,172,17.314,concluida,False
U0030,S001802,2026-07-26,2026-07-01,56,5.786,concluida,False
U0030,S001808,2026-07-30,2026-07-01,45,5.256,concluida,False
U0030,S001814,2026-08-02,2026-08-01,117,12.287,concluida,False
U0030,S001819,2026-08-12,2026-08-01,42,4.24,concluida,False
U0030,S001812,2026-08-12,2026-08-01,144,16.694,concluida,False
U0030,S001817,2026-08-18,2026-08-01,113,10.598,concluida,False
U0030,S001818,2026-08-23,2026-08-01,68,7.212,concluida,False
U0030,S001816,2026-08-25,2026-08-01,70,7.876,concluida,False
U0030,S001815,2026-08-26,2026-08-01,79,9.015,concluida,False
U0030,S001811,2026-08-26,2026-08-01,57,6.544,concluida,False
U0030,S001813,2026-08-29,2026-08-01,96,10.014,concluida,False
U0030,S001810,2026-08-30,2026-08-01,203,22.099,concluida,False
U0031,S001823,2026-05-03,2026-05-01,56,9.627,concluida,False
U0031,S001821,2026-05-05,2026-05-01,178,25.654,concluida,False
U0031,S001822,2026-05-10,2026-05-01,211,33.702,concluida,False
U0031,S001825,2026-05-25,2026-05-01,118,17.491,concluida,False
U0031,S001820,2026-05-26,2026-05-01,94,15.935,concluida,False
U0031,S001824,2026-05-29,2026-05-01,116,19.603,concluida,False
U0031,S001826,2026-06-02,2026-06-01,78,13.3,concluida,False
U0031,S001829,2026-06-02,2026-06-01,104,16.963,concluida,False
U0031,S001827,2026-06-03,2026-06-01,219,37.436,concluida,False
U0031,S001828,2026-06-24,2026-06-01,62,9.004,concluida,False
U0031,S001832,2026-07-02,2026-07-01,103,14.939,concluida,False
U0031,S001831,2026-07-02,2026-07-01,88,45.67,concluida,True
U0031,S001833,2026-07-22,2026-07-01,132,18.302,concluida,False
U0031,S001830,2026-07-27,2026-07-01,71,10.466,concluida,False
U0031,S001834,2026-07-30,2026-07-01,117,19.98,concluida,False
U0031,S001838,2026-08-06,2026-08-01,127,19.639,concluida,False
U0031,S001839,2026-08-09,2026-08-01,217,35.269,concluida,False
U0031,S001835,2026-08-24,2026-08-01,77,12.342,concluida,False
U0031,S001836,2026-08-26,2026-08-01,32,5.049,concluida,False
U0031,S001837,2026-08-28,2026-08-01,76,11.742,concluida,False
U0032,S001852,2026-03-03,2026-03-01,96,29.402,concluida,False
U0032,S001846,2026-03-05,2026-03-01,102,32.765,concluida,False
U0032,S001851,2026-03-08,2026-03-01,46,13.749,concluida,False
U0032,S001847,2026-03-08,2026-03-01,142,45.867,concluida,False
U0032,S001849,2026-03-09,2026-03-01,115,37.346,concluida,False
U0032,S001840,2026-03-11,2026-03-01,26,7.902,concluida,False
U0032,S001845,2026-03-15,2026-03-01,93,27.335,concluida,False
U0032,S001844,2026-03-19,2026-03-01,28,8.268,concluida,False
U0032,S001848,2026-03-19,2026-03-01,187,52.0,concluida,False
U0032,S001850,2026-03-20,2026-03-01,67,20.143,concluida,False
U0032,S001841,2026-03-26,2026-03-01,77,25.75,concluida,False
U0032,S001842,2026-03-27,2026-03-01,72,61.011,concluida,True
U0032,S001843,2026-03-31,2026-03-01,107,33.193,concluida,False
U0032,S001857,2026-04-03,2026-04-01,72,25.039,concluida,False
U0032,S001855,2026-04-04,2026-04-01,229,66.526,concluida,False
U0032,S001856,2026-04-07,2026-04-01,67,22.676,interrompida,False
U0032,S001853,2026-04-11,2026-04-01,37,12.61,concluida,False
U0032,S001862,2026-04-12,2026-04-01,17,5.114,concluida,False
U0032,S001861,2026-04-15,2026-04-01,75,24.74,concluida,False
U0032,S001858,2026-04-18,2026-04-01,56,15.898,concluida,False
U0032,S001854,2026-04-20,2026-04-01,84,24.088,concluida,False
U0032,S001863,2026-04-20,2026-04-01,98,30.177,concluida,False
U0032,S001859,2026-04-22,2026-04-01,87,27.245,concluida,False
U0032,S001860,2026-04-30,2026-04-01,132,39.482,concluida,False
U0032,S001872,2026-05-03,2026-05-01,95,32.539,concluida,False
U0032,S001870,2026-05-05,2026-05-01,39,12.718,concluida,False
U0032,S001869,2026-05-05,2026-05-01,69,23.361,concluida,False
U0032,S001877,2026-05-08,2026-05-01,73,22.716,concluida,False
U0032,S001878,2026-05-10,2026-05-01,105,31.832,concluida,False
U0032,S001876,2026-05-11,2026-05-01,32,9.215,concluida,False
U0032,S001866,2026-05-14,2026-05-01,79,27.421,concluida,False
U0032,S001865,2026-05-20,2026-05-01,121,40.337,concluida,False
U0032,S001868,2026-05-24,2026-05-01,82,23.462,interrompida,False
U0032,S001873,2026-05-24,2026-05-01,130,39.904,concluida,False
U0032,S001874,2026-05-24,2026-05-01,199,63.329,concluida,False
U0032,S001879,2026-05-27,2026-05-01,90,30.574,concluida,False
U0032,S001875,2026-05-29,2026-05-01,94,29.942,concluida,False
U0032,S001871,2026-05-29,2026-05-01,85,28.975,concluida,False
U0032,S001867,2026-05-29,2026-05-01,12,4.096,interrompida,False
U0032,S001864,2026-05-30,2026-05-01,45,13.183,concluida,False
U0032,S001884,2026-06-01,2026-06-01,7,2.461,interrompida,False
U0032,S001883,2026-06-01,2026-06-01,47,16.036,concluida,False
U0032,S001880,2026-06-04,2026-06-01,39,11.54,concluida,False
U0032,S001889,2026-06-06,2026-06-01,95,28.461,concluida,False
U0032,S001891,2026-06-07,2026-06-01,121,38.228,concluida,False
U0032,S001881,2026-06-08,2026-06-01,66,18.97,concluida,False
U0032,S001892,2026-06-08,2026-06-01,271,86.178,concluida,False
U0032,S001887,2026-06-09,2026-06-01,139,47.037,concluida,False
U0032,S001888,2026-06-12,2026-06-01,53,14.882,concluida,False
U0032,S001890,2026-06-23,2026-06-01,139,41.434,concluida,False
U0032,S001886,2026-06-23,2026-06-01,88,30.132,concluida,False
U0032,S001885,2026-06-24,2026-06-01,133,41.655,concluida,False
U0032,S001882,2026-06-30,2026-06-01,151,48.905,concluida,False
U0032,S001895,2026-07-01,2026-07-01,406,113.653,concluida,False
U0032,S001904,2026-07-02,2026-07-01,138,45.761,concluida,False
U0032,S001896,2026-07-02,2026-07-01,79,25.711,concluida,False
U0032,S001893,2026-07-05,2026-07-01,27,9.036,concluida,False
U0032,S001900,2026-07-14,2026-07-01,74,22.116,concluida,False
U0032,S001899,2026-07-20,2026-07-01,13,4.093,concluida,False
U0032,S001897,2026-07-21,2026-07-01,111,34.467,concluida,False
U0032,S001894,2026-07-21,2026-07-01,10,2.815,concluida,False
U0032,S001903,2026-07-22,2026-07-01,11,3.048,concluida,False
U0032,S001902,2026-07-25,2026-07-01,202,62.716,concluida,False
U0032,S001898,2026-07-27,2026-07-01,80,27.134,concluida,False
U0032,S001901,2026-07-31,2026-07-01,171,55.309,concluida,False
U0032,S001915,2026-08-02,2026-08-01,132,43.559,concluida,False
U0032,S001913,2026-08-02,2026-08-01,380,105.058,concluida,False
U0032,S001909,2026-08-03,2026-08-01,104,33.975,concluida,False
U0032,S001908,2026-08-05,2026-08-01,86,27.054,concluida,False
U0032,S001916,2026-08-05,2026-08-01,47,15.477,concluida,False
U0032,S001906,2026-08-11,2026-08-01,26,8.711,concluida,False
U0032,S001905,2026-08-14,2026-08-01,63,18.529,concluida,False
U0032,S001917,2026-08-17,2026-08-01,77,25.147,concluida,False
U0032,S001907,2026-08-18,2026-08-01,80,26.573,concluida,False
U0032,S001910,2026-08-21,2026-08-01,71,22.225,concluida,False
U0032,S001914,2026-08-26,2026-08-01,47,13.071,concluida,False
U0032,S001911,2026-08-27,2026-08-01,115,34.961,concluida,False
U0032,S001912,2026-08-30,2026-08-01,40,11.972,concluida,False
U0033,S001918,2026-03-04,2026-03-01,60,9.544,concluida,False
U0033,S001920,2026-03-07,2026-03-01,115,16.927,concluida,False
U0033,S001921,2026-03-14,2026-03-01,50,7.282,concluida,False
U0033,S001919,2026-03-26,2026-03-01,58,8.879,concluida,False
U0033,S001922,2026-03-30,2026-03-01,53,27.015,concluida,True
U0033,S001928,2026-04-02,2026-04-01,271,42.165,concluida,False
U0033,S001929,2026-04-02,2026-04-01,91,14.811,concluida,False
U0033,S001926,2026-04-07,2026-04-01,164,28.215,concluida,False
U0033,S001925,2026-04-11,2026-04-01,32,5.35,concluida,False
U0033,S001924,2026-04-13,2026-04-01,34,4.964,concluida,False
U0033,S001927,2026-04-20,2026-04-01,66,10.221,concluida,False
U0033,S001930,2026-04-23,2026-04-01,83,13.71,concluida,False
U0033,S001923,2026-04-25,2026-04-01,112,18.335,concluida,False
U0033,S001934,2026-05-02,2026-05-01,135,20.662,concluida,False
U0033,S001935,2026-05-05,2026-05-01,98,44.472,concluida,True
U0033,S001933,2026-05-06,2026-05-01,43,7.092,concluida,False
U0033,S001931,2026-05-11,2026-05-01,43,7.03,concluida,False
U0033,S001938,2026-05-17,2026-05-01,99,14.524,concluida,False
U0033,S001937,2026-05-19,2026-05-01,118,16.943,concluida,False
U0033,S001936,2026-05-24,2026-05-01,178,30.22,concluida,False
U0033,S001932,2026-05-30,2026-05-01,135,20.67,concluida,False
U0033,S001940,2026-06-05,2026-06-01,124,17.355,concluida,False
U0033,S001939,2026-06-06,2026-06-01,13,2.128,concluida,False
U0033,S001941,2026-06-07,2026-06-01,149,21.0,concluida,False
U0033,S001945,2026-06-18,2026-06-01,151,24.315,concluida,False
U0033,S001944,2026-06-19,2026-06-01,127,18.886,concluida,False
U0033,S001942,2026-06-20,2026-06-01,101,14.135,concluida,False
U0033,S001943,2026-06-21,2026-06-01,94,16.123,concluida,False
U0033,S001949,2026-07-05,2026-07-01,5,0.364,interrompida,False
U0033,S001948,2026-07-07,2026-07-01,138,18.989,concluida,False
U0033,S001951,2026-07-08,2026-07-01,133,20.205,concluida,False
U0033,S001946,2026-07-09,2026-07-01,160,23.543,concluida,False
U0033,S001952,2026-07-10,2026-07-01,259,40.57,concluida,False
U0033,S001947,2026-07-11,2026-07-01,93,15.42,concluida,False
U0033,S001950,2026-07-17,2026-07-01,223,34.258,concluida,False
U0033,S001954,2026-07-18,2026-07-01,120,18.656,concluida,False
U0033,S001953,2026-07-31,2026-07-01,117,20.144,concluida,False
U0033,S001958,2026-08-01,2026-08-01,31,4.615,concluida,False
U0033,S001957,2026-08-13,2026-08-01,38,17.316,concluida,True
U0033,S001955,2026-08-21,2026-08-01,72,10.37,concluida,False
U0033,S001956,2026-08-24,2026-08-01,111,16.133,concluida,False
U0034,S001963,2026-03-02,2026-03-01,146,40.459,concluida,False
U0034,S001969,2026-03-03,2026-03-01,71,23.821,concluida,False
U0034,S001970,2026-03-06,2026-03-01,151,42.018,concluida,False
U0034,S001962,2026-03-06,2026-03-01,82,27.06,concluida,False
U0034,S001965,2026-03-15,2026-03-01,160,52.338,concluida,False
U0034,S001968,2026-03-17,2026-03-01,27,9.287,concluida,False
U0034,S001959,2026-03-20,2026-03-01,32,8.879,concluida,False
U0034,S001960,2026-03-23,2026-03-01,63,18.494,concluida,False
U0034,S001961,2026-03-28,2026-03-01,171,58.657,concluida,False
U0034,S001964,2026-03-28,2026-03-01,111,31.597,concluida,False
U0034,S001966,2026-03-28,2026-03-01,168,54.271,concluida,False
U0034,S001967,2026-03-29,2026-03-01,30,8.622,concluida,False
U0034,S001973,2026-04-06,2026-04-01,181,57.622,concluida,False
U0034,S001974,2026-04-07,2026-04-01,93,28.129,concluida,False
U0034,S001978,2026-04-09,2026-04-01,340,104.461,concluida,False
U0034,S001975,2026-04-10,2026-04-01,211,68.561,concluida,False
U0034,S001971,2026-04-10,2026-04-01,26,8.219,concluida,False
U0034,S001976,2026-04-10,2026-04-01,74,22.408,concluida,False
U0034,S001979,2026-04-12,2026-04-01,131,42.191,concluida,False
U0034,S001977,2026-04-14,2026-04-01,151,50.774,concluida,False
U0034,S001972,2026-04-19,2026-04-01,159,49.124,concluida,False
U0034,S001990,2026-05-02,2026-05-01,144,48.866,concluida,False
U0034,S001982,2026-05-03,2026-05-01,130,43.123,concluida,False
U0034,S001992,2026-05-06,2026-05-01,108,31.018,concluida,False
U0034,S001989,2026-05-09,2026-05-01,85,25.701,concluida,False
U0034,S001987,2026-05-10,2026-05-01,37,11.442,concluida,False
U0034,S001985,2026-05-11,2026-05-01,70,19.787,concluida,False
U0034,S001981,2026-05-12,2026-05-01,78,26.088,concluida,False
U0034,S001991,2026-05-14,2026-05-01,118,39.148,concluida,False
U0034,S001986,2026-05-14,2026-05-01,85,25.461,concluida,False
U0034,S001984,2026-05-19,2026-05-01,50,15.115,concluida,False
U0034,S001988,2026-05-19,2026-05-01,60,19.556,concluida,False
U0034,S001983,2026-05-30,2026-05-01,30,9.387,concluida,False
U0034,S001980,2026-05-31,2026-05-01,104,33.063,concluida,False
U0034,S001993,2026-05-31,2026-05-01,222,73.29,concluida,False
U0034,S001996,2026-06-03,2026-06-01,57,16.662,concluida,False
U0034,S001997,2026-06-05,2026-06-01,41,35.456,concluida,True
U0034,S001994,2026-06-10,2026-06-01,326,107.958,concluida,False
U0034,S002000,2026-06-11,2026-06-01,117,40.2,concluida,False
U0034,S001995,2026-06-15,2026-06-01,104,33.623,concluida,False
U0034,S001998,2026-06-16,2026-06-01,115,37.417,concluida,False
U0034,S002001,2026-06-27,2026-06-01,122,40.084,concluida,False
U0034,S001999,2026-06-27,2026-06-01,56,18.3,concluida,False
U0034,S002013,2026-07-04,2026-07-01,51,14.694,concluida,False
U0034,S002014,2026-07-05,2026-07-01,141,42.261,concluida,False
U0034,S002009,2026-07-06,2026-07-01,85,24.177,concluida,False
U0034,S002007,2026-07-06,2026-07-01,10,3.042,concluida,False
U0034,S002006,2026-07-10,2026-07-01,38,11.528,concluida,False
U0034,S002005,2026-07-10,2026-07-01,41,11.554,concluida,False
U0034,S002008,2026-07-12,2026-07-01,176,57.856,concluida,False
U0034,S002003,2026-07-12,2026-07-01,53,15.896,concluida,False
U0034,S002011,2026-07-14,2026-07-01,108,35.577,concluida,False
U0034,S002010,2026-07-16,2026-07-01,31,10.707,concluida,False
U0034,S002012,2026-07-17,2026-07-01,55,18.275,concluida,False
U0034,S002002,2026-07-22,2026-07-01,24,8.523,interrompida,False
U0034,S002004,2026-07-30,2026-07-01,79,25.465,concluida,False
U0034,S002018,2026-08-01,2026-08-01,174,51.992,concluida,False
U0034,S002020,2026-08-05,2026-08-01,73,20.849,concluida,False
U0034,S002015,2026-08-14,2026-08-01,75,23.215,interrompida,False
U0034,S002019,2026-08-24,2026-08-01,84,26.373,concluida,False
U0034,S002017,2026-08-25,2026-08-01,152,42.062,concluida,False
U0034,S002016,2026-08-29,2026-08-01,101,32.859,concluida,False
U0035,S002022,2026-03-02,2026-03-01,118,11.939,interrompida,False
U0035,S002023,2026-03-13,2026-03-01,92,10.735,concluida,False
U0035,S002024,2026-03-14,2026-03-01,187,17.401,concluida,False
U0035,S002021,2026-03-23,2026-03-01,25,2.463,concluida,False
U0035,S002025,2026-03-27,2026-03-01,59,6.088,concluida,False
U0035,S002028,2026-04-09,2026-04-01,43,4.69,concluida,False
U0035,S002027,2026-04-12,2026-04-01,65,6.771,concluida,False
U0035,S002026,2026-04-20,2026-04-01,159,16.822,concluida,False
U0035,S002029,2026-05-01,2026-05-01,41,4.002,concluida,False
U0035,S002031,2026-05-08,2026-05-01,161,17.708,concluida,False
U0035,S002030,2026-05-09,2026-05-01,216,23.172,concluida,False
U0035,S002034,2026-06-07,2026-06-01,10,1.097,concluida,False
U0035,S002033,2026-06-11,2026-06-01,69,6.927,concluida,False
U0035,S002032,2026-06-19,2026-06-01,100,10.816,concluida,False
U0035,S002035,2026-06-22,2026-06-01,104,11.086,concluida,False
U0035,S002036,2026-07-07,2026-07-01,160,18.687,concluida,False
U0035,S002037,2026-07-15,2026-07-01,83,8.634,concluida,False
U0035,S002039,2026-08-08,2026-08-01,235,27.077,concluida,False
U0035,S002038,2026-08-14,2026-08-01,11,1.024,concluida,False
U0036,S002040,2026-03-13,2026-03-01,116,33.698,concluida,False
U0036,S002041,2026-03-25,2026-03-01,124,43.051,concluida,False
U0036,S002042,2026-03-25,2026-03-01,39,11.921,concluida,False
U0036,S002049,2026-04-06,2026-04-01,72,23.103,concluida,False
U0036,S002045,2026-04-06,2026-04-01,101,128.235,concluida,True
U0036,S002044,2026-04-08,2026-04-01,109,33.204,concluida,False
U0036,S002047,2026-04-14,2026-04-01,26,7.79,interrompida,False
U0036,S002048,2026-04-20,2026-04-01,55,18.078,concluida,False
U0036,S002046,2026-04-21,2026-04-01,264,85.83,concluida,False
U0036,S002043,2026-04-22,2026-04-01,53,17.245,concluida,False
U0036,S002050,2026-06-18,2026-06-01,39,13.194,concluida,False
U0036,S002051,2026-06-24,2026-06-01,96,28.085,concluida,False
U0036,S002055,2026-07-08,2026-07-01,50,16.398,concluida,False
U0036,S002052,2026-07-10,2026-07-01,137,46.661,concluida,False
U0036,S002054,2026-07-17,2026-07-01,56,15.856,concluida,False
U0036,S002053,2026-07-22,2026-07-01,136,41.825,concluida,False
U0036,S002059,2026-08-12,2026-08-01,181,59.287,concluida,False
U0036,S002058,2026-08-15,2026-08-01,83,27.863,concluida,False
U0036,S002056,2026-08-28,2026-08-01,20,6.96,concluida,False
U0036,S002057,2026-08-31,2026-08-01,161,54.705,concluida,False
U0037,S002060,2026-03-04,2026-03-01,212,71.469,concluida,False
U0037,S002069,2026-03-09,2026-03-01,17,4.959,concluida,False
U0037,S002064,2026-03-10,2026-03-01,86,26.454,concluida,False
U0037,S002063,2026-03-15,2026-03-01,49,16.023,concluida,False
U0037,S002071,2026-03-16,2026-03-01,154,52.514,concluida,False
U0037,S002072,2026-03-17,2026-03-01,173,52.37,concluida,False
U0037,S002067,2026-03-19,2026-03-01,41,12.191,concluida,False
U0037,S002070,2026-03-19,2026-03-01,80,23.522,concluida,False
U0037,S002065,2026-03-20,2026-03-01,85,28.121,concluida,False
U0037,S002061,2026-03-24,2026-03-01,86,25.961,concluida,False
U0037,S002068,2026-03-24,2026-03-01,57,18.58,concluida,False
U0037,S002062,2026-03-26,2026-03-01,98,28.46,concluida,False
U0037,S002066,2026-03-29,2026-03-01,84,26.571,concluida,False
U0037,S002073,2026-04-06,2026-04-01,78,26.642,interrompida,False
U0037,S002074,2026-04-07,2026-04-01,101,28.887,concluida,False
U0037,S002078,2026-04-09,2026-04-01,120,41.463,concluida,False
U0037,S002075,2026-04-21,2026-04-01,34,10.239,concluida,False
U0037,S002077,2026-04-24,2026-04-01,15,4.593,interrompida,False
U0037,S002076,2026-04-27,2026-04-01,267,89.985,concluida,False
U0037,S002088,2026-06-01,2026-06-01,124,40.961,concluida,False
U0037,S002080,2026-06-08,2026-06-01,113,37.02,concluida,False
U0037,S002084,2026-06-11,2026-06-01,70,22.504,concluida,False
U0037,S002089,2026-06-11,2026-06-01,80,24.835,concluida,False
U0037,S002085,2026-06-16,2026-06-01,104,29.362,concluida,False
U0037,S002081,2026-06-18,2026-06-01,54,15.212,concluida,False
U0037,S002086,2026-06-19,2026-06-01,115,36.531,concluida,False
U0037,S002079,2026-06-19,2026-06-01,186,54.532,concluida,False
U0037,S002083,2026-06-19,2026-06-01,125,39.703,concluida,False
U0037,S002087,2026-06-25,2026-06-01,59,17.068,concluida,False
U0037,S002082,2026-06-29,2026-06-01,73,20.785,concluida,False
U0037,S002094,2026-07-07,2026-07-01,47,13.3,concluida,False
U0037,S002090,2026-07-11,2026-07-01,13,4.221,concluida,False
U0037,S002095,2026-07-11,2026-07-01,55,17.264,concluida,False
U0037,S002092,2026-07-16,2026-07-01,126,36.302,concluida,False
U0037,S002099,2026-07-16,2026-07-01,45,15.201,concluida,False
U0037,S002096,2026-07-19,2026-07-01,70,20.044,concluida,False
U0037,S002098,2026-07-21,2026-07-01,27,8.987,concluida,False
U0037,S002091,2026-07-25,2026-07-01,74,22.996,concluida,False
U0037,S002097,2026-07-28,2026-07-01,63,20.144,concluida,False
U0037,S002093,2026-07-30,2026-07-01,67,20.603,concluida,False
U0037,S002101,2026-08-01,2026-08-01,74,25.451,concluida,False
U0037,S002108,2026-08-02,2026-08-01,199,55.544,concluida,False
U0037,S002103,2026-08-10,2026-08-01,162,48.987,concluida,False
U0037,S002102,2026-08-15,2026-08-01,17,5.017,concluida,False
U0037,S002104,2026-08-18,2026-08-01,132,43.454,concluida,False
U0037,S002107,2026-08-23,2026-08-01,143,46.734,concluida,False
U0037,S002100,2026-08-27,2026-08-01,84,25.043,concluida,False
U0037,S002105,2026-08-28,2026-08-01,117,33.092,concluida,False
U0037,S002106,2026-08-31,2026-08-01,18,5.733,concluida,False
