user_id,invoice_id,ref_month,total_kwh,total_amount,status
U0091,I000794,2026-08-01,428.439,1177.25,pendente
U0092,I000087,2026-03-01,318.921,597.15,pendente
U0092,I000227,2026-04-01,230.679,469.55,pendente
U0092,I000369,2026-05-01,550.341,802.3,revisao
U0092,I000510,2026-06-01,249.254,384.3,revisao
U0092,I000650,2026-07-01,52.61,143.4,pendente
U0092,I000795,2026-08-01,523.242,949.7,pendente
U0093,I000088,2026-03-01,303.867,604.85,pendente
U0093,I000228,2026-04-01,176.709,343.05,pendente
U0093,I000370,2026-05-01,24.492,90.05,pendente
U0093,I000511,2026-06-01,38.777,123.6,pendente
U0093,I000651,2026-07-01,145.441,309.5,pendente
U0093,I000796,2026-08-01,271.42,525.1,pendente
U0094,I000089,2026-03-01,229.759,641.75,pendente
U0094,I000229,2026-04-01,215.558,600.95,pendente
U0094,I000371,2026-05-01,224.475,622.2,pendente
U0094,I000512,2026-06-01,240.299,658.75,pendente
U0094,I000652,2026-07-01,99.294,284.75,pendente
U0094,I000797,2026-08-01,464.172,901.0,revisao
U0095,I000090,2026-03-01,131.486,275.95,pendente
U0095,I000230,2026-04-01,36.632,108.75,pendente
U0095,I000372,2026-05-01,55.915,156.05,pendente
U0095,I000513,2026-06-01,290.21,531.7,pendente
U0095,I000653,2026-07-01,250.748,496.5,pendente
U0095,I000798,2026-08-01,96.051,223.7,pendente
U0096,I000091,2026-03-01,283.425,768.4,pendente
U0096,I000231,2026-04-01,316.786,875.5,pendente
U0096,I000373,2026-05-01,397.768,1066.75,revisao
U0096,I000514,2026-06-01,517.695,1397.4,revisao
U0096,I000654,2026-07-01,208.66,589.9,pendente
U0096,I000799,2026-08-01,282.822,753.95,pendente
U0097,I000092,2026-03-01,342.335,981.75,pendente
U0097,I000232,2026-04-01,492.31,1331.95,pendente
U0097,I000374,2026-05-01,717.912,1945.65,pendente
U0097,I000515,2026-06-01,471.307,1228.25,pendente
U0097,I000655,2026-07-01,289.779,777.75,pendente
U0097,I000800,2026-08-01,507.573,1386.35,pendente
U0098,I000093,2026-03-01,38.867,225.25,pendente
U0098,I000375,2026-05-01,51.124,262.65,pendente
U0098,I000516,2026-06-01,199.418,1093.1,pendente
U0098,I000801,2026-08-01,48.955,249.9,pendente
U0099,I000233,2026-04-01,85.803,455.6,pendente
U0099,I000376,2026-05-01,37.371,215.9,pendente
U0099,I000517,2026-06-01,190.217,1037.85,pendente
U0099,I000656,2026-07-01,131.611,736.1,pendente
U0099,I000802,2026-08-01,193.281,844.9,revisao
U0100,I000094,2026-03-01,431.179,1159.4,pendente
U0100,I000234,2026-04-01,413.437,1161.95,pendente
U0100,I000377,2026-05-01,226.404,560.15,revisao
U0100,I000518,2026-06-01,461.736,1286.9,pendente
U0100,I000657,2026-07-01,250.084,685.1,pendente
U0100,I000803,2026-08-01,208.247,557.6,pendente
U0101,I000095,2026-03-01,390.748,1065.05,pendente
U0101,I000235,2026-04-01,451.572,1207.0,pendente
U0101,I000378,2026-05-01,345.967,703.8,revisao
U0101,I000658,2026-07-01,175.829,476.85,pendente
U0101,I000804,2026-08-01,288.062,793.05,pendente
U0102,I000096,2026-03-01,72.529,585.65,pendente
U0102,I000236,2026-04-01,59.783,487.05,pendente
U0102,I000379,2026-05-01,127.999,838.1,revisao
U0102,I000519,2026-06-01,161.763,1182.35,revisao
U0102,I000659,2026-07-01,96.026,790.5,pendente
U0102,I000805,2026-08-01,131.577,1031.9,pendente
U0103,I000097,2026-03-01,264.483,692.75,pendente
U0103,I000237,2026-04-01,419.43,1157.7,pendente
U0103,I000380,2026-05-01,201.619,561.0,pendente
U0103,I000520,2026-06-01,470.026,1337.9,pendente
U0103,I000660,2026-07-01,390.005,1066.75,pendente
U0103,I000806,2026-08-01,322.928,881.45,pendente
U0104,I000098,2026-03-01,390.664,1071.0,pendente
U0104,I000238,2026-04-01,448.65,1227.4,pendente
U0104,I000381,2026-05-01,386.132,1030.2,pendente
U0104,I000521,2026-06-01,293.396,779.45,pendente
U0104,I000661,2026-07-01,339.311,898.45,pendente
U0104,I000807,2026-08-01,328.311,874.65,pendente
U0105,I000099,2026-03-01,113.414,629.11,pendente
U0105,I000239,2026-04-01,98.499,540.97,pendente
U0105,I000382,2026-05-01,93.017,518.17,pendente
U0105,I000522,2026-06-01,124.276,656.97,pendente
U0105,I000662,2026-07-01,107.461,581.77,pendente
U0105,I000808,2026-08-01,60.979,408.97,pendente
U0106,I000100,2026-03-01,160.86,453.9,pendente
U0106,I000240,2026-04-01,421.041,1154.3,pendente
U0106,I000383,2026-05-01,367.909,688.5,revisao
U0106,I000523,2026-06-01,235.488,648.55,pendente
U0106,I000663,2026-07-01,355.07,979.2,pendente
U0106,I000809,2026-08-01,567.365,1372.75,revisao
U0107,I000101,2026-03-01,51.829,141.95,pendente
U0107,I000241,2026-04-01,202.95,571.2,pendente
U0107,I000384,2026-05-01,247.442,702.1,pendente
U0107,I000524,2026-06-01,139.629,391.85,pendente
U0107,I000664,2026-07-01,120.407,334.9,pendente
U0107,I000810,2026-08-01,241.386,639.2,pendente
U0108,I000102,2026-03-01,183.441,1026.7,pendente
U0108,I000242,2026-04-01,101.734,601.55,pendente
U0108,I000385,2026-05-01,104.271,568.0,revisao
U0108,I000525,2026-06-01,152.901,886.45,pendente
U0108,I000665,2026-07-01,189.311,1072.35,pendente
U0108,I000811,2026-08-01,195.509,844.1,revisao
U0109,I000103,2026-03-01,271.937,694.45,pendente
U0109,I000243,2026-04-01,244.883,687.65,pendente
U0109,I000386,2026-05-01,121.558,319.6,pendente
U0109,I000666,2026-07-01,98.697,277.1,pendente
U0109,I000812,2026-08-01,207.132,572.05,pendente
U0110,I000104,2026-03-01,890.72,2441.2,pendente
U0110,I000244,2026-04-01,861.918,2374.05,pendente
U0110,I000387,2026-05-01,559.691,1562.3,pendente
U0110,I000526,2026-06-01,481.187,1293.7,pendente
U0110,I000667,2026-07-01,508.66,1315.8,revisao
U0110,I000813,2026-08-01,482.647,1317.5,pendente
U0111,I000105,2026-03-01,300.228,814.3,pendente
U0111,I000245,2026-04-01,299.122,804.1,pendente
U0111,I000388,2026-05-01,376.735,1001.3,pendente
U0111,I000527,2026-06-01,391.145,914.6,revisao
U0111,I000668,2026-07-01,381.772,1080.35,pendente
U0111,I000814,2026-08-01,188.323,502.35,pendente
U0112,I000106,2026-03-01,236.299,1125.4,revisao
U0112,I000246,2026-04-01,328.137,1728.9,pendente
U0112,I000389,2026-05-01,268.018,1479.85,pendente
U0112,I000528,2026-06-01,212.489,1123.7,pendente
U0112,I000669,2026-07-01,173.643,949.45,pendente
U0112,I000815,2026-08-01,329.576,1815.6,pendente
U0113,I000107,2026-03-01,89.995,421.11,pendente
U0113,I000247,2026-04-01,24.967,241.37,pendente
U0113,I000390,2026-05-01,23.937,239.77,pendente
U0113,I000529,2026-06-01,10.98,208.17,pendente
U0113,I000670,2026-07-01,72.776,368.57,pendente
U0113,I000816,2026-08-01,57.135,332.57,pendente
U0114,I000108,2026-03-01,94.213,365.6,pendente
U0114,I000248,2026-04-01,76.428,337.0,pendente
U0114,I000391,2026-05-01,0.0,49.9,pendente
U0114,I000530,2026-06-01,32.794,156.05,pendente
U0114,I000671,2026-07-01,102.586,420.6,pendente
U0114,I000817,2026-08-01,42.44,205.55,pendente
U0115,I000109,2026-03-01,71.971,390.15,pendente
U0115,I000249,2026-04-01,105.267,561.0,pendente
U0115,I000392,2026-05-01,187.042,1009.8,pendente
U0115,I000531,2026-06-01,136.3,754.8,pendente
U0115,I000672,2026-07-01,233.479,1300.5,pendente
U0115,I000818,2026-08-01,148.104,812.6,pendente
U0116,I000110,2026-03-01,775.753,1403.45,pendente
U0116,I000250,2026-04-01,622.694,1165.85,pendente
U0116,I000393,2026-05-01,1042.338,1861.6,pendente
U0116,I000532,2026-06-01,716.374,1301.7,pendente
U0116,I000673,2026-07-01,855.047,1159.8,revisao
U0116,I000819,2026-08-01,588.13,1065.2,pendente
U0117,I000111,2026-03-01,211.121,1028.35,revisao
U0117,I000251,2026-04-01,231.547,1053.65,revisao
U0117,I000394,2026-05-01,222.733,1159.25,revisao
U0117,I000533,2026-06-01,254.138,1375.4,pendente
U0117,I000674,2026-07-01,201.725,1018.45,revisao
U0117,I000820,2026-08-01,176.885,966.75,pendente
U0118,I000252,2026-04-01,113.556,753.95,revisao
U0118,I000395,2026-05-01,83.829,653.65,pendente
U0118,I000534,2026-06-01,93.717,722.5,pendente
U0118,I000675,2026-07-01,155.533,1054.85,revisao
U0118,I000821,2026-08-01,133.39,1095.65,pendente
U0119,I000112,2026-03-01,74.824,298.5,pendente
U0119,I000253,2026-04-01,151.254,582.85,pendente
U0119,I000396,2026-05-01,91.875,358.45,pendente
U0119,I000535,2026-06-01,89.821,363.95,pendente
U0119,I000676,2026-07-01,89.597,350.75,pendente
U0119,I000822,2026-08-01,106.62,418.4,pendente
U0120,I000113,2026-03-01,49.38,277.95,pendente
U0120,I000254,2026-04-01,50.594,283.05,pendente
U0120,I000397,2026-05-01,134.779,706.35,pendente
U0120,I000536,2026-06-01,35.879,191.25,pendente
U0120,I000677,2026-07-01,85.09,447.1,pendente
U0120,I000823,2026-08-01,34.436,203.15,pendente
U0121,I000114,2026-03-01,197.613,397.5,pendente
U0121,I000255,2026-04-01,240.248,460.75,pendente
U0121,I000398,2026-05-01,315.581,602.65,pendente
U0121,I000537,2026-06-01,128.536,286.95,pendente
U0121,I000678,2026-07-01,159.593,328.75,pendente
U0121,I000824,2026-08-01,409.22,598.25,revisao
U0122,I000115,2026-03-01,270.3,288.6,revisao
U0122,I000256,2026-04-01,187.093,367.25,pendente
U0122,I000399,2026-05-01,389.798,746.75,pendente
U0122,I000538,2026-06-01,106.087,236.35,pendente
U0122,I000679,2026-07-01,425.279,792.95,pendente
U0122,I000825,2026-08-01,393.91,747.3,pendente
U0123,I000116,2026-03-01,170.102,452.2,pendente
U0123,I000257,2026-04-01,207.313,561.0,pendente
U0123,I000539,2026-06-01,178.746,205.7,revisao
U0123,I000680,2026-07-01,428.845,1108.4,pendente
U0123,I000826,2026-08-01,159.027,449.65,pendente
U0124,I000117,2026-03-01,362.569,999.6,pendente
U0124,I000258,2026-04-01,283.492,569.5,revisao
U0124,I000400,2026-05-01,315.034,714.85,revisao
U0124,I000540,2026-06-01,52.045,139.4,pendente
U0124,I000681,2026-07-01,157.863,445.4,pendente
U0124,I000827,2026-08-01,133.026,381.65,pendente
U0125,I000118,2026-03-01,175.167,489.6,pendente
U0125,I000259,2026-04-01,355.368,903.55,revisao
U0125,I000401,2026-05-01,189.486,503.2,pendente
U0125,I000541,2026-06-01,449.634,1161.95,revisao
U0125,I000682,2026-07-01,242.898,667.25,pendente
U0126,I000119,2026-03-01,146.581,411.4,pendente
U0126,I000260,2026-04-01,345.926,931.6,pendente
U0126,I000402,2026-05-01,607.799,1705.1,pendente
U0126,I000542,2026-06-01,187.998,499.8,pendente
U0127,I000120,2026-03-01,221.827,436.0,pendente
U0127,I000261,2026-04-01,61.076,151.65,pendente
U0127,I000403,2026-05-01,136.741,290.8,pendente
U0127,I000543,2026-06-01,91.302,218.2,pendente
U0127,I000683,2026-07-01,439.815,707.7,revisao
U0127,I000828,2026-08-01,373.626,701.65,pendente
U0128,I000121,2026-03-01,449.354,851.25,pendente
U0128,I000262,2026-04-01,564.693,1034.95,pendente
U0128,I000404,2026-05-01,347.8,638.95,pendente
U0128,I000544,2026-06-01,434.114,843.55,pendente
U0128,I000684,2026-07-01,507.382,935.4,revisao
U0128,I000829,2026-08-01,0.0,49.9,pendente
U0129,I000122,2026-03-01,208.695,544.85,pendente
U0129,I000263,2026-04-01,187.471,516.8,pendente
U0129,I000545,2026-06-01,166.661,448.8,pendente
U0129,I000685,2026-07-01,257.491,676.6,pendente
U0129,I000830,2026-08-01,380.639,744.6,revisao
U0130,I000123,2026-03-01,280.632,723.35,pendente
U0130,I000264,2026-04-01,113.099,322.15,pendente
U0130,I000405,2026-05-01,259.478,640.9,revisao
U0130,I000546,2026-06-01,225.276,625.6,pendente
U0130,I000686,2026-07-01,82.777,230.35,pendente
U0130,I000831,2026-08-01,338.766,896.75,pendente
U0131,I000124,2026-03-01,236.512,578.85,revisao
U0131,I000265,2026-04-01,327.929,855.1,pendente
U0131,I000406,2026-05-01,334.535,929.9,pendente
U0131,I000547,2026-06-01,291.221,781.15,pendente
U0131,I000687,2026-07-01,225.349,596.7,pendente
U0131,I000832,2026-08-01,262.585,737.8,pendente
U0132,I000266,2026-04-01,77.032,203.15,pendente
U0132,I000407,2026-05-01,70.927,185.3,pendente
U0132,I000548,2026-06-01,133.724,370.6,pendente
U0132,I000688,2026-07-01,96.008,266.9,pendente
U0132,I000833,2026-08-01,120.819,313.65,pendente
U0133,I000125,2026-03-01,96.057,805.8,pendente
U0133,I000267,2026-04-01,74.664,634.95,pendente
U0133,I000408,2026-05-01,83.755,685.1,pendente
U0133,I000549,2026-06-01,71.846,580.55,pendente
U0133,I000689,2026-07-01,115.645,947.75,pendente
U0133,I000834,2026-08-01,135.151,1012.35,revisao
U0134,I000126,2026-03-01,177.129,314.5,revisao
U0134,I000268,2026-04-01,226.209,640.05,pendente
U0134,I000409,2026-05-01,146.979,381.65,pendente
U0134,I000550,2026-06-01,73.339,207.4,pendente
U0134,I000690,2026-07-01,178.671,510.0,pendente
U0134,I000835,2026-08-01,104.55,279.65,pendente
U0135,I000127,2026-03-01,201.145,707.11,pendente
U0135,I000269,2026-04-01,136.991,466.57,revisao
U0135,I000410,2026-05-01,138.238,524.97,pendente
U0135,I000551,2026-06-01,142.023,534.17,revisao
U0135,I000691,2026-07-01,441.424,1310.17,pendente
U0135,I000836,2026-08-01,284.015,700.57,revisao
U0136,I000128,2026-03-01,125.227,695.3,pendente
U0136,I000270,2026-04-01,134.222,688.5,pendente
U0136,I000411,2026-05-01,55.718,283.05,pendente
U0136,I000552,2026-06-01,62.31,318.75,pendente
U0136,I000692,2026-07-01,155.59,646.0,revisao
U0136,I000837,2026-08-01,100.81,531.25,pendente
U0137,I000129,2026-03-01,80.573,641.75,pendente
U0137,I000271,2026-04-01,163.14,1314.1,pendente
U0137,I000412,2026-05-01,95.552,792.2,pendente
U0137,I000553,2026-06-01,72.305,618.8,pendente
U0137,I000693,2026-07-01,61.886,525.3,pendente
U0137,I000838,2026-08-01,12.749,93.5,pendente
U0138,I000130,2026-03-01,332.234,450.3,revisao
U0138,I000272,2026-04-01,334.89,656.0,pendente
U0138,I000413,2026-05-01,511.883,915.05,revisao
U0138,I000554,2026-06-01,155.396,321.05,pendente
U0138,I000694,2026-07-01,310.7,603.75,pendente
U0138,I000839,2026-08-01,147.163,316.1,pendente
U0139,I000131,2026-03-01,77.409,631.55,pendente
U0139,I000273,2026-04-01,118.005,910.35,pendente
U0139,I000414,2026-05-01,96.855,760.75,pendente
U0139,I000555,2026-06-01,119.484,977.5,pendente
U0139,I000695,2026-07-01,97.59,782.0,pendente
U0139,I000840,2026-08-01,63.968,538.9,pendente
U0140,I000132,2026-03-01,104.473,581.51,pendente
U0140,I000274,2026-04-01,121.194,661.77,pendente
U0140,I000415,2026-05-01,50.416,370.97,pendente
U0140,I000556,2026-06-01,48.814,352.97,pendente
U0140,I000696,2026-07-01,108.939,599.77,pendente
U0140,I000841,2026-08-01,75.35,475.37,pendente
U0141,I000133,2026-03-01,208.318,738.31,pendente
U0141,I000275,2026-04-01,171.39,572.57,revisao
U0141,I000416,2026-05-01,39.509,278.97,pendente
U0141,I000557,2026-06-01,77.466,373.77,pendente
U0141,I000697,2026-07-01,137.824,538.57,pendente
U0141,I000842,2026-08-01,96.239,416.97,pendente
U0142,I000134,2026-03-01,291.243,1535.1,revisao
U0142,I000276,2026-04-01,160.477,765.0,revisao
U0142,I000417,2026-05-01,202.483,1143.25,pendente
U0142,I000558,2026-06-01,196.589,1046.35,pendente
U0142,I000698,2026-07-01,176.665,986.0,pendente
U0142,I000843,2026-08-01,185.787,1023.4,pendente
U0143,I000135,2026-03-01,333.105,936.7,pendente
U0143,I000277,2026-04-01,267.945,717.4,pendente
U0143,I000418,2026-05-01,220.516,623.9,pendente
U0143,I000559,2026-06-01,81.146,234.6,pendente
U0143,I000699,2026-07-01,200.441,561.85,pendente
U0143,I000844,2026-08-01,330.009,855.1,pendente
U0144,I000136,2026-03-01,318.555,815.15,revisao
U0144,I000419,2026-05-01,506.572,1339.6,pendente
U0144,I000560,2026-06-01,235.425,615.4,pendente
U0144,I000700,2026-07-01,441.459,912.9,revisao
U0144,I000845,2026-08-01,163.51,424.15,pendente
U0145,I000137,2026-03-01,105.49,558.45,pendente
U0145,I000278,2026-04-01,129.872,688.5,pendente
U0145,I000420,2026-05-01,172.42,945.2,pendente
U0145,I000561,2026-06-01,235.507,1352.35,pendente
U0145,I000701,2026-07-01,177.702,672.35,revisao
U0145,I000846,2026-08-01,105.597,528.7,pendente
U0146,I000138,2026-03-01,91.209,484.5,pendente
U0146,I000279,2026-04-01,257.906,1380.4,pendente
U0146,I000421,2026-05-01,204.994,1133.9,pendente
U0146,I000562,2026-06-01,250.921,1347.25,pendente
U0146,I000702,2026-07-01,229.582,1016.6,revisao
U0146,I000847,2026-08-01,117.733,578.85,revisao
U0147,I000139,2026-03-01,22.776,183.6,pendente
U0147,I000280,2026-04-01,56.507,455.6,pendente
U0147,I000422,2026-05-01,35.581,280.5,pendente
U0147,I000563,2026-06-01,53.888,420.75,pendente
U0147,I000703,2026-07-01,18.114,137.7,pendente
U0147,I000848,2026-08-01,74.371,616.25,pendente
U0148,I000140,2026-03-01,125.476,1022.55,pendente
U0148,I000281,2026-04-01,127.393,1052.3,pendente
U0148,I000564,2026-06-01,155.347,1299.65,pendente
U0148,I000704,2026-07-01,96.473,760.75,pendente
U0148,I000849,2026-08-01,228.539,1716.15,revisao
U0149,I000141,2026-03-01,99.239,532.95,pendente
U0149,I000282,2026-04-01,17.306,97.75,pendente
U0149,I000423,2026-05-01,98.701,544.85,pendente
U0149,I000565,2026-06-01,60.861,325.55,pendente
U0149,I000705,2026-07-01,115.424,583.95,pendente
U0149,I000850,2026-08-01,61.433,345.1,pendente
U0150,I000142,2026-03-01,404.526,1112.65,pendente
U0150,I000283,2026-04-01,517.051,1447.55,pendente
U0150,I000424,2026-05-01,86.857,241.4,pendente
U0150,I000566,2026-06-01,396.701,1060.8,pendente
U0150,I000706,2026-07-01,485.654,1312.4,pendente
U0150,I000851,2026-08-01,416.119,1159.4,pendente
